locus_tag	ftype	length_bp	gene	EC_number	COG	product
FJOBDCKL_00326	tRNA	76				tRNA-Ala(ggc)
FJOBDCKL_00327	CDS	648	gacA			Response regulator GacA
FJOBDCKL_00328	CDS	1815	uvrC		COG0322	UvrABC system protein C
FJOBDCKL_00329	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
FJOBDCKL_00330	tRNA	75				tRNA-Gly(gcc)
FJOBDCKL_00331	CDS	1932				hypothetical protein
FJOBDCKL_00332	CDS	2385				hypothetical protein
FJOBDCKL_00333	CDS	1077				hypothetical protein
FJOBDCKL_00334	CDS	942	hcaR_1			Hca operon transcriptional activator HcaR
FJOBDCKL_00335	CDS	1512	qacA		COG0477	Antiseptic resistance protein
FJOBDCKL_00336	CDS	573				hypothetical protein
FJOBDCKL_00337	CDS	1533	oprM_1		COG1538	Outer membrane protein OprM
FJOBDCKL_00338	CDS	1080				hypothetical protein
FJOBDCKL_00339	CDS	2754	rbbA_1		COG0842	Ribosome-associated ATPase
FJOBDCKL_00340	CDS	1125	yhhJ_1		COG0842	Inner membrane transport permease YhhJ
FJOBDCKL_00341	CDS	453				hypothetical protein
FJOBDCKL_00342	CDS	747	phaB_1	1.1.1.36		Acetoacetyl-CoA reductase
FJOBDCKL_00343	CDS	1086	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
FJOBDCKL_00344	CDS	2400				hypothetical protein
FJOBDCKL_00345	CDS	1407				hypothetical protein
FJOBDCKL_00346	CDS	1722	ackA_1	2.7.2.1		Acetate kinase
FJOBDCKL_00347	CDS	1815	phaC_1	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
FJOBDCKL_00348	CDS	765	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
FJOBDCKL_00349	CDS	765	yjhP			putative protein YjhP
FJOBDCKL_00350	CDS	1824				hypothetical protein
FJOBDCKL_00351	CDS	927				hypothetical protein
FJOBDCKL_00352	CDS	759				hypothetical protein
FJOBDCKL_00353	CDS	1524				hypothetical protein
FJOBDCKL_00354	CDS	348				hypothetical protein
FJOBDCKL_00355	CDS	1395				hypothetical protein
FJOBDCKL_00356	CDS	942				hypothetical protein
FJOBDCKL_00357	CDS	423				hypothetical protein
FJOBDCKL_00358	CDS	1002				hypothetical protein
FJOBDCKL_00359	CDS	735				hypothetical protein
FJOBDCKL_00360	CDS	2889				hypothetical protein
FJOBDCKL_00361	CDS	435				hypothetical protein
FJOBDCKL_00362	CDS	1422				hypothetical protein
FJOBDCKL_00363	CDS	903				hypothetical protein
FJOBDCKL_00364	CDS	687				hypothetical protein
FJOBDCKL_00365	CDS	399				hypothetical protein
FJOBDCKL_00366	CDS	360				hypothetical protein
FJOBDCKL_00367	CDS	234				hypothetical protein
FJOBDCKL_00368	CDS	381				hypothetical protein
FJOBDCKL_00369	CDS	981				hypothetical protein
FJOBDCKL_00370	CDS	750				hypothetical protein
FJOBDCKL_00371	CDS	2163				hypothetical protein
FJOBDCKL_00372	CDS	543				hypothetical protein
FJOBDCKL_00373	CDS	591				hypothetical protein
FJOBDCKL_00374	CDS	720				hypothetical protein
FJOBDCKL_00375	CDS	663				hypothetical protein
FJOBDCKL_00376	CDS	576				hypothetical protein
FJOBDCKL_00377	CDS	744				hypothetical protein
FJOBDCKL_00378	CDS	2280				hypothetical protein
FJOBDCKL_00379	CDS	312				hypothetical protein
FJOBDCKL_00380	CDS	306				hypothetical protein
FJOBDCKL_00381	CDS	1110				hypothetical protein
FJOBDCKL_00382	CDS	651				hypothetical protein
FJOBDCKL_00383	CDS	261				hypothetical protein
FJOBDCKL_00384	CDS	399				hypothetical protein
FJOBDCKL_00385	CDS	660				hypothetical protein
FJOBDCKL_00386	CDS	828				hypothetical protein
FJOBDCKL_00387	CDS	921				hypothetical protein
FJOBDCKL_00388	CDS	366				hypothetical protein
FJOBDCKL_00389	CDS	798				hypothetical protein
FJOBDCKL_00390	CDS	1848				hypothetical protein
FJOBDCKL_00391	CDS	723				hypothetical protein
FJOBDCKL_00392	CDS	660				hypothetical protein
FJOBDCKL_00393	CDS	462				hypothetical protein
FJOBDCKL_00394	CDS	393				hypothetical protein
FJOBDCKL_00395	CDS	213				hypothetical protein
FJOBDCKL_00396	CDS	1563				hypothetical protein
FJOBDCKL_00397	CDS	2013	topB_2	5.99.1.2	COG0550	DNA topoisomerase 3
FJOBDCKL_00398	CDS	780				hypothetical protein
FJOBDCKL_00399	CDS	399				Single-stranded DNA-binding protein
FJOBDCKL_00400	CDS	546				hypothetical protein
FJOBDCKL_00401	CDS	786				hypothetical protein
FJOBDCKL_00402	CDS	687				hypothetical protein
FJOBDCKL_00403	CDS	618				hypothetical protein
FJOBDCKL_00404	CDS	1401				hypothetical protein
FJOBDCKL_00405	CDS	1185				hypothetical protein
FJOBDCKL_00406	CDS	561				hypothetical protein
FJOBDCKL_00407	CDS	1698				hypothetical protein
FJOBDCKL_00408	CDS	261				hypothetical protein
FJOBDCKL_00409	CDS	870			COG1192	putative protein
FJOBDCKL_00410	CDS	240				hypothetical protein
FJOBDCKL_00411	CDS	744				hypothetical protein
FJOBDCKL_00412	CDS	1515				IS21 family transposase ISPpu7
FJOBDCKL_00413	CDS	756				IS21 family transposase ISPa85
FJOBDCKL_00414	tRNA	74				tRNA-Cys(gca)
FJOBDCKL_00415	tRNA	87				tRNA-Leu(taa)
FJOBDCKL_00416	CDS	1146	yeeA		COG1289	Inner membrane protein YeeA
FJOBDCKL_00417	CDS	1572	nadB	1.4.3.16	COG0029	L-aspartate oxidase
FJOBDCKL_00418	CDS	270				hypothetical protein
FJOBDCKL_00419	CDS	294				hypothetical protein
FJOBDCKL_00420	CDS	297	ihfB		COG0776	Integration host factor subunit beta
FJOBDCKL_00421	CDS	306	lapA			Lipopolysaccharide assembly protein A
FJOBDCKL_00422	CDS	1182	lapB_1		COG2956	Lipopolysaccharide assembly protein B
FJOBDCKL_00423	CDS	696	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
FJOBDCKL_00424	CDS	282				hypothetical protein
FJOBDCKL_00425	CDS	762	phaB_2	1.1.1.36		Acetoacetyl-CoA reductase
FJOBDCKL_00426	CDS	540				hypothetical protein
FJOBDCKL_00427	CDS	294	groS		COG0234	10 kDa chaperonin
FJOBDCKL_00428	CDS	1644	groL		COG0459	60 kDa chaperonin
FJOBDCKL_00429	CDS	735	trmJ_1	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
FJOBDCKL_00430	CDS	1350				hypothetical protein
FJOBDCKL_00431	CDS	1044				hypothetical protein
FJOBDCKL_00432	CDS	969	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
FJOBDCKL_00433	CDS	1119		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
FJOBDCKL_00434	CDS	357	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
FJOBDCKL_00435	CDS	1278	siaT_1		COG1593	Sialic acid TRAP transporter permease protein SiaT
FJOBDCKL_00436	CDS	546				hypothetical protein
FJOBDCKL_00437	CDS	1068				hypothetical protein
FJOBDCKL_00438	CDS	2796	ndhB	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
FJOBDCKL_00439	CDS	339	mnhC1_1		COG1006	Na(+)/H(+) antiporter subunit C1
FJOBDCKL_00440	CDS	1524	mrpD_1		COG0651	Na(+)/H(+) antiporter subunit D
FJOBDCKL_00441	CDS	507	mrpE_1		COG1863	Na(+)/H(+) antiporter subunit E
FJOBDCKL_00442	CDS	270	mrpF_1		COG2212	Na(+)/H(+) antiporter subunit F
FJOBDCKL_00443	CDS	345	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
FJOBDCKL_00444	CDS	1104	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
FJOBDCKL_00445	CDS	1209	yhjX			putative MFS-type transporter YhjX
FJOBDCKL_00446	CDS	126				hypothetical protein
FJOBDCKL_00447	CDS	888				hypothetical protein
FJOBDCKL_00448	CDS	705	tupB		COG4662	Tungstate uptake system permease protein TupB
FJOBDCKL_00449	CDS	726	nikO	3.6.3.-	COG1122	Nickel import ATP-binding protein NikO
FJOBDCKL_00450	CDS	819	tupA			Tungstate-binding protein TupA
FJOBDCKL_00451	CDS	999	cmpR			HTH-type transcriptional activator CmpR
FJOBDCKL_00452	CDS	942				hypothetical protein
FJOBDCKL_00453	CDS	1170	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
FJOBDCKL_00454	CDS	1608		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
FJOBDCKL_00455	CDS	849	dpgD_1	4.2.1.17		Enoyl-CoA-hydratase
FJOBDCKL_00456	CDS	2052	accA1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
FJOBDCKL_00457	CDS	900	liuE	4.1.3.26	COG0119	3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase
FJOBDCKL_00458	CDS	1404				hypothetical protein
FJOBDCKL_00459	CDS	657				hypothetical protein
FJOBDCKL_00460	CDS	1362				hypothetical protein
FJOBDCKL_00461	CDS	705				hypothetical protein
FJOBDCKL_00462	CDS	1041				hypothetical protein
FJOBDCKL_00463	CDS	966	xerC_1		COG4974	Tyrosine recombinase XerC
FJOBDCKL_00464	CDS	726	ygeA	5.-.-.-	COG1794	Putative racemase YgeA
FJOBDCKL_00465	CDS	606				hypothetical protein
FJOBDCKL_00466	CDS	1398	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
FJOBDCKL_00467	CDS	351				hypothetical protein
FJOBDCKL_00468	CDS	567	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
FJOBDCKL_00469	CDS	684				hypothetical protein
FJOBDCKL_00470	CDS	366				hypothetical protein
FJOBDCKL_00471	CDS	1320				IS1380 family transposase ISPosp7
FJOBDCKL_00472	CDS	1860	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
FJOBDCKL_00473	CDS	3045	czcA			Cobalt-zinc-cadmium resistance protein CzcA
FJOBDCKL_00474	CDS	1101	mdtA_1			Multidrug resistance protein MdtA
FJOBDCKL_00475	CDS	1620	ectP		COG1292	Ectoine/glycine betaine/proline transporter EctP
FJOBDCKL_00476	CDS	492				hypothetical protein
FJOBDCKL_00477	CDS	2241				hypothetical protein
FJOBDCKL_00478	CDS	495				hypothetical protein
FJOBDCKL_00479	CDS	678				hypothetical protein
FJOBDCKL_00480	CDS	1590			COG1292	Glycine betaine transporter 2
FJOBDCKL_00481	CDS	474				hypothetical protein
FJOBDCKL_00482	CDS	711				hypothetical protein
FJOBDCKL_00483	CDS	534				hypothetical protein
FJOBDCKL_00484	CDS	1551				hypothetical protein
FJOBDCKL_00485	CDS	906				hypothetical protein
FJOBDCKL_00486	CDS	1431				hypothetical protein
FJOBDCKL_00487	CDS	1662	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
FJOBDCKL_00488	CDS	924	mntB_1			Manganese transport system membrane protein MntB
FJOBDCKL_00489	CDS	1215				hypothetical protein
FJOBDCKL_00490	CDS	810	btuD_2	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
FJOBDCKL_00491	CDS	990	troA		COG0803	Periplasmic zinc-binding protein TroA
FJOBDCKL_00492	CDS	1140				hypothetical protein
FJOBDCKL_00493	CDS	393				hypothetical protein
FJOBDCKL_00494	CDS	1749	clcB_1			Voltage-gated ClC-type chloride channel ClcB
FJOBDCKL_00495	CDS	1140				hypothetical protein
FJOBDCKL_00496	CDS	1215				hypothetical protein
FJOBDCKL_00497	CDS	324				hypothetical protein
FJOBDCKL_00498	CDS	3600				hypothetical protein
FJOBDCKL_00499	CDS	486		4.1.3.17		Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
FJOBDCKL_00500	CDS	1884				hypothetical protein
FJOBDCKL_00501	CDS	1836	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
FJOBDCKL_00502	CDS	2373	ppsA	2.7.9.2		Phosphoenolpyruvate synthase
FJOBDCKL_00503	CDS	867	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
FJOBDCKL_00504	CDS	1206	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
FJOBDCKL_00505	CDS	1182	acdA_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
FJOBDCKL_00506	CDS	1365	mepA			Multidrug export protein MepA
FJOBDCKL_00507	CDS	672				hypothetical protein
FJOBDCKL_00508	CDS	855	purU_1	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
FJOBDCKL_00509	CDS	1698	rnj	3.1.-.-		Ribonuclease J
FJOBDCKL_00510	CDS	291				hypothetical protein
FJOBDCKL_00511	CDS	1002	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
FJOBDCKL_00512	CDS	450	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
FJOBDCKL_00513	CDS	813				hypothetical protein
FJOBDCKL_00514	CDS	1266	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
FJOBDCKL_00515	CDS	591	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
FJOBDCKL_00516	CDS	606	mobA_1	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
FJOBDCKL_00517	CDS	591	puuR_2			HTH-type transcriptional regulator PuuR
FJOBDCKL_00518	CDS	735				hypothetical protein
FJOBDCKL_00519	CDS	1911	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
FJOBDCKL_00520	CDS	327				hypothetical protein
FJOBDCKL_00521	CDS	1041				hypothetical protein
FJOBDCKL_00522	CDS	312				hypothetical protein
FJOBDCKL_00523	CDS	771	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
FJOBDCKL_00524	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
FJOBDCKL_00525	CDS	801				hypothetical protein
FJOBDCKL_00526	CDS	768	gloB_2	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
FJOBDCKL_00527	CDS	1197	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
FJOBDCKL_00528	CDS	1878				hypothetical protein
FJOBDCKL_00529	CDS	1074	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
FJOBDCKL_00530	CDS	1095	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
FJOBDCKL_00531	CDS	1587	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
FJOBDCKL_00532	CDS	1773				hypothetical protein
FJOBDCKL_00533	CDS	699	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
FJOBDCKL_00534	CDS	816	yafV	3.5.1.3		Omega-amidase YafV
FJOBDCKL_00535	CDS	918	rarD		COG2962	Protein RarD
FJOBDCKL_00536	CDS	795	mdeA_1	4.4.1.11		L-methionine gamma-lyase
FJOBDCKL_00537	CDS	282	mdeA_2	4.4.1.11		L-methionine gamma-lyase
FJOBDCKL_00538	CDS	1749			COG0659	putative sulfate transporter
FJOBDCKL_00539	CDS	705				hypothetical protein
FJOBDCKL_00540	CDS	321	sugE		COG2076	Quaternary ammonium compound-resistance protein SugE
FJOBDCKL_00541	CDS	213				hypothetical protein
FJOBDCKL_00542	CDS	945	ybgK		COG1984	putative protein YbgK
FJOBDCKL_00543	CDS	735	kipI		COG2049	Kinase A inhibitor
FJOBDCKL_00544	CDS	762				hypothetical protein
FJOBDCKL_00545	CDS	1005			COG1638	Solute-binding protein
FJOBDCKL_00546	CDS	552				hypothetical protein
FJOBDCKL_00547	CDS	1296	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
FJOBDCKL_00548	CDS	537				hypothetical protein
FJOBDCKL_00549	CDS	387				hypothetical protein
FJOBDCKL_00550	CDS	381				hypothetical protein
FJOBDCKL_00551	CDS	549				hypothetical protein
FJOBDCKL_00552	CDS	384				IS200/IS605 family transposase IS609
FJOBDCKL_00553	CDS	276	higB_1	3.1.-.-		Endoribonuclease HigB
FJOBDCKL_00554	CDS	306				hypothetical protein
FJOBDCKL_00555	CDS	684				IS200/IS605 family transposase ISAs26
FJOBDCKL_00556	CDS	402				hypothetical protein
FJOBDCKL_00557	CDS	1824				hypothetical protein
FJOBDCKL_00558	CDS	1644				hypothetical protein
FJOBDCKL_00559	CDS	978		1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
FJOBDCKL_00560	CDS	1224				hypothetical protein
FJOBDCKL_00561	CDS	1068				IS200/IS605 family transposase ISPa18
FJOBDCKL_00562	CDS	732	yehW		COG1174	Glycine betaine uptake system permease protein YehW
FJOBDCKL_00563	CDS	957	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
FJOBDCKL_00564	CDS	1182	yehY		COG1174	Glycine betaine uptake system permease protein YehY
FJOBDCKL_00565	CDS	912	yehZ		COG1732	Glycine betaine-binding protein YehZ
FJOBDCKL_00566	CDS	969				hypothetical protein
FJOBDCKL_00567	CDS	657				hypothetical protein
FJOBDCKL_00568	CDS	534				hypothetical protein
FJOBDCKL_00569	CDS	987				hypothetical protein
FJOBDCKL_00570	CDS	1080				IS256 family transposase ISTdr1
FJOBDCKL_00571	CDS	1524				hypothetical protein
FJOBDCKL_00572	CDS	774				IS21 family transposase ISSpu15
FJOBDCKL_00573	CDS	213				hypothetical protein
FJOBDCKL_00574	CDS	789	bluF_1			Blue light- and temperature-regulated antirepressor BluF
FJOBDCKL_00575	CDS	3999				hypothetical protein
FJOBDCKL_00576	CDS	1911				hypothetical protein
FJOBDCKL_00577	CDS	882				hypothetical protein
FJOBDCKL_00578	CDS	222				hypothetical protein
FJOBDCKL_00579	CDS	741				hypothetical protein
FJOBDCKL_00580	CDS	876				hypothetical protein
FJOBDCKL_00581	CDS	1659	trg_1		COG0840	Methyl-accepting chemotaxis protein III
FJOBDCKL_00582	CDS	612				hypothetical protein
FJOBDCKL_00583	CDS	816	rsbQ			Sigma factor SigB regulation protein RsbQ
FJOBDCKL_00584	CDS	1005				hypothetical protein
FJOBDCKL_00585	CDS	3144				hypothetical protein
FJOBDCKL_00586	CDS	1488				hypothetical protein
FJOBDCKL_00587	CDS	3405				hypothetical protein
FJOBDCKL_00588	CDS	1983				hypothetical protein
FJOBDCKL_00589	CDS	1737	ycgR_1			Flagellar brake protein YcgR
FJOBDCKL_00590	CDS	1125				IS200/IS605 family transposase ISPa18
FJOBDCKL_00591	CDS	1377				hypothetical protein
FJOBDCKL_00592	CDS	1719	trg_2		COG0840	Methyl-accepting chemotaxis protein III
FJOBDCKL_00593	tRNA	88				tRNA-Ser(gct)
FJOBDCKL_00594	CDS	681				hypothetical protein
FJOBDCKL_00595	CDS	708				hypothetical protein
FJOBDCKL_00596	CDS	1488				hypothetical protein
FJOBDCKL_00597	CDS	3066				hypothetical protein
FJOBDCKL_00598	CDS	2727				hypothetical protein
FJOBDCKL_00599	CDS	1158				hypothetical protein
FJOBDCKL_00600	CDS	1977				hypothetical protein
FJOBDCKL_00601	CDS	699	yxdL		COG1136	ABC transporter ATP-binding protein YxdL
FJOBDCKL_00602	CDS	1245				hypothetical protein
FJOBDCKL_00603	CDS	1590				hypothetical protein
FJOBDCKL_00604	CDS	732				hypothetical protein
FJOBDCKL_00605	CDS	501				hypothetical protein
FJOBDCKL_00606	CDS	1020				hypothetical protein
FJOBDCKL_00607	CDS	447				hypothetical protein
FJOBDCKL_00608	CDS	354				hypothetical protein
FJOBDCKL_00609	CDS	309				hypothetical protein
FJOBDCKL_00610	CDS	975				hypothetical protein
FJOBDCKL_00611	CDS	414				hypothetical protein
FJOBDCKL_00612	CDS	1857				hypothetical protein
FJOBDCKL_00613	CDS	498				hypothetical protein
FJOBDCKL_00614	CDS	615				hypothetical protein
FJOBDCKL_00615	CDS	222				hypothetical protein
FJOBDCKL_00616	CDS	1320				IS1380 family transposase ISPosp7
FJOBDCKL_00617	CDS	168				hypothetical protein
FJOBDCKL_00618	CDS	612				IS1380 family transposase ISAzo40
FJOBDCKL_00619	CDS	498				IS3 family transposase ISPa31
FJOBDCKL_00620	CDS	1074				IS3 family transposase IS1240
FJOBDCKL_00621	CDS	594				IS1380 family transposase ISAzo40
FJOBDCKL_00622	CDS	786				ISAs1 family transposase ISPa60
FJOBDCKL_00623	CDS	312				hypothetical protein
FJOBDCKL_00624	CDS	354				hypothetical protein
FJOBDCKL_00625	CDS	1542				IS66 family transposase ISCARN15
FJOBDCKL_00626	CDS	285				IS66 family transposase ISSpu21
FJOBDCKL_00627	CDS	501				IS3 family transposase ISPa31
FJOBDCKL_00628	CDS	1032				IS3 family transposase ISPa74
FJOBDCKL_00629	CDS	150				hypothetical protein
FJOBDCKL_00630	CDS	3066				hypothetical protein
FJOBDCKL_00631	CDS	882	fliC2		COG1344	Flagellin 2
FJOBDCKL_00632	CDS	843	hag		COG1344	Flagellin
FJOBDCKL_00633	CDS	1368	fliD_1		COG1345	Flagellar hook-associated protein 2
FJOBDCKL_00634	CDS	1371	fliD_2		COG1345	Flagellar hook-associated protein 2
FJOBDCKL_00635	CDS	351				hypothetical protein
FJOBDCKL_00636	CDS	1329	bdlA		COG0840	Biofilm dispersion protein BdlA
FJOBDCKL_00637	CDS	1383				hypothetical protein
FJOBDCKL_00638	CDS	1893	pctB		COG0840	Methyl-accepting chemotaxis protein PctB
FJOBDCKL_00639	CDS	1116	ftsZ_2		COG0206	Cell division protein FtsZ
FJOBDCKL_00640	CDS	2019				hypothetical protein
FJOBDCKL_00641	CDS	450	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
FJOBDCKL_00642	CDS	696	fan1	3.1.4.1		Fanconi-associated nuclease 1 
FJOBDCKL_00643	CDS	2310				hypothetical protein
FJOBDCKL_00644	CDS	180				hypothetical protein
FJOBDCKL_00645	CDS	216				hypothetical protein
FJOBDCKL_00646	CDS	114				hypothetical protein
FJOBDCKL_00647	CDS	714	rstA		COG0745	Transcriptional regulatory protein RstA
FJOBDCKL_00648	CDS	1614	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
FJOBDCKL_00649	CDS	915	metR			HTH-type transcriptional regulator MetR
FJOBDCKL_00650	CDS	2301	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
FJOBDCKL_00651	CDS	702				hypothetical protein
FJOBDCKL_00652	CDS	609	azoR_1	1.7.-.-	COG1182	FMN-dependent NADH-azoreductase
FJOBDCKL_00653	CDS	1068	yfhP		COG1988	putative protein YfhP
FJOBDCKL_00654	CDS	537	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
FJOBDCKL_00655	CDS	441	gloA_1	4.4.1.5	COG0346	Lactoylglutathione lyase
FJOBDCKL_00656	CDS	459				hypothetical protein
FJOBDCKL_00657	CDS	924	secF		COG0341	Protein translocase subunit SecF
FJOBDCKL_00658	CDS	1851	secD		COG0342	Protein translocase subunit SecD
FJOBDCKL_00659	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
FJOBDCKL_00660	CDS	1137	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
FJOBDCKL_00661	CDS	1035	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
FJOBDCKL_00662	tRNA	87				tRNA-Leu(caa)
FJOBDCKL_00663	CDS	333				hypothetical protein
FJOBDCKL_00664	CDS	306				hypothetical protein
FJOBDCKL_00665	CDS	597				hypothetical protein
FJOBDCKL_00666	CDS	156				hypothetical protein
FJOBDCKL_00667	CDS	414	rnk		COG0782	Regulator of nucleoside diphosphate kinase
FJOBDCKL_00668	CDS	621	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
FJOBDCKL_00669	CDS	1227				hypothetical protein
FJOBDCKL_00670	CDS	1701	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
FJOBDCKL_00671	CDS	546	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
FJOBDCKL_00672	CDS	927				hypothetical protein
FJOBDCKL_00673	CDS	927				hypothetical protein
FJOBDCKL_00674	CDS	2106	tgpA	2.3.2.13	COG1305	Protein-glutamine gamma-glutamyltransferase
FJOBDCKL_00675	CDS	486	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
FJOBDCKL_00676	CDS	390				hypothetical protein
FJOBDCKL_00677	CDS	1224	fabV	1.3.1.9		Enoyl-[acyl-carrier-protein] reductase [NADH]
FJOBDCKL_00678	CDS	204				hypothetical protein
FJOBDCKL_00679	CDS	957	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
FJOBDCKL_00680	CDS	618	ubiE_1	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
FJOBDCKL_00681	CDS	1215	aruC	2.6.1.11	COG4992	Succinylornithine transaminase/acetylornithine aminotransferase
FJOBDCKL_00682	CDS	1113	astA_1	2.3.1.109	COG3138	Arginine N-succinyltransferase subunit alpha
FJOBDCKL_00683	CDS	1047	astA_2	2.3.1.109	COG3138	Arginine N-succinyltransferase
FJOBDCKL_00684	CDS	1470	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
FJOBDCKL_00685	CDS	1374	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
FJOBDCKL_00686	CDS	1164	zapE_2		COG1485	Cell division protein ZapE
FJOBDCKL_00687	CDS	756				hypothetical protein
FJOBDCKL_00688	CDS	1062				hypothetical protein
FJOBDCKL_00689	CDS	816				hypothetical protein
FJOBDCKL_00690	CDS	2877				hypothetical protein
FJOBDCKL_00691	CDS	1218				hypothetical protein
FJOBDCKL_00692	CDS	432				hypothetical protein
FJOBDCKL_00693	CDS	1479	nhaD_2		COG1055	Na(+)/H(+) antiporter NhaD
FJOBDCKL_00694	CDS	723				hypothetical protein
FJOBDCKL_00695	CDS	975	corA		COG0598	Cobalt/magnesium transport protein CorA
FJOBDCKL_00696	CDS	1233				hypothetical protein
FJOBDCKL_00697	CDS	204				hypothetical protein
FJOBDCKL_00698	CDS	417	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
FJOBDCKL_00699	CDS	213				hypothetical protein
FJOBDCKL_00700	CDS	744	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
FJOBDCKL_00701	CDS	795	bluF_2			Blue light- and temperature-regulated antirepressor BluF
FJOBDCKL_00702	CDS	864				hypothetical protein
FJOBDCKL_00703	CDS	732	nfrA1	1.5.1.38	COG0778	FMN reductase (NADPH)
FJOBDCKL_00704	CDS	540	ygjV			Inner membrane protein YgjV
FJOBDCKL_00705	CDS	570	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
FJOBDCKL_00706	CDS	618				hypothetical protein
FJOBDCKL_00707	CDS	759				hypothetical protein
